|Source: Census projections 2012-2060 and Census estimates 2000-2011. The first line below is a list of variable names that define the cells for migration.  Each subsequent line has the variable values that define each cell followed by the net migration for that cell.  Entries can be space-delimited or tab-delimited.
year	age	male
2000	25	0	25491.895
2000	26	0	25040.959
2000	27	0	24042.211
2000	28	0	22622.471
2000	29	0	21001.925
2000	30	0	19046.701
2000	31	0	17235.916
2000	32	0	15522.013
2000	33	0	13878.567
2000	34	0	12451.782
2000	35	0	11111.309
2000	36	0	10264.046
2000	37	0	9517.1855
2000	38	0	8712.1965
2000	39	0	8051.6477
2000	40	0	7185.0083
2000	41	0	6415.2484
2000	42	0	5687.7644
2000	43	0	5018.4083
2000	44	0	4641.4553
2000	45	0	4109.4934
2000	46	0	3695.5497
2000	47	0	3457.7521
2000	48	0	3100.175
2000	49	0	2830.6713
2000	50	0	2550.5987
2000	51	0	2606.9655
2000	52	0	2721.4605
2000	53	0	2511.8466
2000	54	0	2337.4616
2000	55	0	2265.2415
2000	56	0	2446.6722
2000	57	0	2610.4882
2000	58	0	2779.5888
2000	59	0	2887.038
2000	60	0	2786.6345
2000	61	0	2737.3139
2000	62	0	2540.0299
2000	63	0	2404.3972
2000	64	0	2397.3513
2000	65	0	2265.2415
2000	66	0	2133.1318
2000	67	0	1969.3158
2000	68	0	1823.1144
2000	69	0	1599.4085
2000	70	0	1354.5651
2000	71	0	1426.7852
2000	72	0	1417.9778
2000	73	0	1174.8959
2000	74	0	1051.5935
2000	75	0	875.44714
2000	76	0	679.92475
2000	77	0	584.80575
2000	78	0	512.58576
2000	79	0	431.55845
2000	80	0	271.26533
2000	81	0	236.03605
2000	82	0	239.55899
2000	83	0	151.48583
2000	84	0	79.265841
2000	85	0	-86.311694
2000	25	1	26990.899
2000	26	1	25749.069
2000	27	1	24220.119
2000	28	1	22552.012
2000	29	1	21241.484
2000	30	1	19182.334
2000	31	1	17383.88
2000	32	1	15955.333
2000	33	1	14144.548
2000	34	1	12661.397
2000	35	1	10869.989
2000	36	1	9608.7814
2000	37	1	8876.0125
2000	38	1	7882.5475
2000	39	1	7329.4479
2000	40	1	6505.0831
2000	41	1	5744.1311
2000	42	1	5162.8485
2000	43	1	4308.5388
2000	44	1	3947.4389
2000	45	1	3512.3574
2000	46	1	3186.4869
2000	47	1	3020.9094
2000	48	1	2672.1395
2000	49	1	2497.7547
2000	50	1	2141.9392
2000	51	1	1814.307
2000	52	1	1699.8119
2000	53	1	1557.1334
2000	54	1	1282.3451
2000	55	1	951.19013
2000	56	1	984.6579
2000	57	1	1146.7125
2000	58	1	1176.6573
2000	59	1	1111.4832
2000	60	1	861.35546
2000	61	1	750.38333
2000	62	1	856.07105
2000	63	1	915.96084
2000	64	1	1178.4189
2000	65	1	1240.0701
2000	66	1	1234.7857
2000	67	1	1305.2441
2000	68	1	1238.3086
2000	69	1	1190.7491
2000	70	1	1046.3091
2000	71	1	1056.8779
2000	72	1	1042.7862
2000	73	1	901.86915
2000	74	1	771.52086
2000	75	1	590.09015
2000	76	1	503.77844
2000	77	1	472.0721
2000	78	1	380.47603
2000	79	1	302.97166
2000	80	1	220.18289
2000	81	1	151.48583
2000	82	1	112.73364
2000	83	1	93.357546
2000	84	1	105.68779
2000	85	1	-19.376095
2001	25	0	23967.278
2001	26	0	23543.311
2001	27	0	22604.296
2001	28	0	21269.467
2001	29	0	19745.843
2001	30	0	17907.557
2001	31	0	16205.072
2001	32	0	14593.674
2001	33	0	13048.519
2001	34	0	11707.067
2001	35	0	10446.764
2001	36	0	9650.1745
2001	37	0	8947.9822
2001	38	0	8191.138
2001	39	0	7570.0952
2001	40	0	6755.2877
2001	41	0	6031.5656
2001	42	0	5347.5909
2001	43	0	4718.2676
2001	44	0	4363.8594
2001	45	0	3863.713
2001	46	0	3474.5265
2001	47	0	3250.9511
2001	48	0	2914.7599
2001	49	0	2661.3746
2001	50	0	2398.0527
2001	51	0	2451.0482
2001	52	0	2558.6956
2001	53	0	2361.6182
2001	54	0	2197.6629
2001	55	0	2129.7621
2001	56	0	2300.3418
2001	57	0	2454.3603
2001	58	0	2613.3473
2001	59	0	2714.3702
2001	60	0	2619.9717
2001	61	0	2573.6007
2001	62	0	2388.116
2001	63	0	2260.5951
2001	64	0	2253.9706
2001	65	0	2129.7621
2001	66	0	2005.5536
2001	67	0	1851.5351
2001	68	0	1714.0777
2001	69	0	1503.7511
2001	70	0	1273.5513
2001	71	0	1341.4521
2001	72	0	1333.1714
2001	73	0	1104.6278
2001	74	0	988.69988
2001	75	0	823.08845
2001	76	0	639.25985
2001	77	0	549.82972
2001	78	0	481.92906
2001	79	0	405.74783
2001	80	0	255.0415
2001	81	0	221.91922
2001	82	0	225.23146
2001	83	0	142.42577
2001	84	0	74.525114
2001	85	0	-81.149569
2001	25	1	25376.629
2001	26	1	24209.07
2001	27	1	22771.563
2001	28	1	21203.223
2001	29	1	19971.075
2001	30	1	18035.078
2001	31	1	16344.186
2001	32	1	15001.077
2001	33	1	13298.592
2001	34	1	11904.145
2001	35	1	10219.877
2001	36	1	9034.1
2001	37	1	8345.1565
2001	38	1	7411.1085
2001	39	1	6891.0887
2001	40	1	6116.0275
2001	41	1	5400.5865
2001	42	1	4854.0691
2001	43	1	4050.854
2001	44	1	3711.3507
2001	45	1	3302.2905
2001	46	1	2995.9097
2001	47	1	2840.235
2001	48	1	2512.3244
2001	49	1	2348.3692
2001	50	1	2013.8343
2001	51	1	1705.797
2001	52	1	1598.1497
2001	53	1	1464.0045
2001	54	1	1205.6507
2001	55	1	894.3014
2001	56	1	925.76754
2001	57	1	1078.13
2001	58	1	1106.2839
2001	59	1	1045.0077
2001	60	1	809.83956
2001	61	1	705.50445
2001	62	1	804.87121
2001	63	1	861.1791
2001	64	1	1107.9401
2001	65	1	1165.904
2001	66	1	1160.9357
2001	67	1	1227.1801
2001	68	1	1164.2479
2001	69	1	1119.5328
2001	70	1	983.73153
2001	71	1	993.66816
2001	72	1	980.41927
2001	73	1	847.93021
2001	74	1	725.37778
2001	75	1	554.79807
2001	76	1	473.64849
2001	77	1	443.83844
2001	78	1	357.72054
2001	79	1	284.85155
2001	80	1	207.0142
2001	81	1	142.42577
2001	82	1	105.99128
2001	83	1	87.774024
2001	84	1	99.366822
2001	85	1	-18.217251
2002	25	0	21521.289
2002	26	0	21140.59
2002	27	0	20297.407
2002	28	0	19098.805
2002	29	0	17730.675
2002	30	0	16079.995
2002	31	0	14551.258
2002	32	0	13104.311
2002	33	0	11716.848
2002	34	0	10512.298
2002	35	0	9380.6164
2002	36	0	8665.3227
2002	37	0	8034.7929
2002	38	0	7355.1887
2002	39	0	6797.5266
2002	40	0	6065.8746
2002	41	0	5416.0122
2002	42	0	4801.8407
2002	43	0	4236.7432
2002	44	0	3918.5043
2002	45	0	3469.4005
2002	46	0	3119.9326
2002	47	0	2919.1742
2002	48	0	2617.2931
2002	49	0	2389.7672
2002	50	0	2153.3186
2002	51	0	2200.9057
2002	52	0	2297.567
2002	53	0	2120.6025
2002	54	0	1973.3796
2002	55	0	1912.4085
2002	56	0	2065.5797
2002	57	0	2203.8797
2002	58	0	2346.6413
2002	59	0	2437.3542
2002	60	0	2352.5896
2002	61	0	2310.9511
2002	62	0	2144.396
2002	63	0	2029.8893
2002	64	0	2023.9409
2002	65	0	1912.4085
2002	66	0	1800.8761
2002	67	0	1662.576
2002	68	0	1539.1469
2002	69	0	1350.2853
2002	70	0	1143.5786
2002	71	0	1204.5498
2002	72	0	1197.1142
2002	73	0	991.89463
2002	74	0	887.79779
2002	75	0	739.08788
2002	76	0	574.01997
2002	77	0	493.71666
2002	78	0	432.74563
2002	79	0	364.3391
2002	80	0	229.01316
2002	81	0	199.27118
2002	82	0	202.24539
2002	83	0	127.89046
2002	84	0	66.919429
2002	85	0	-72.867822
2002	25	1	22786.808
2002	26	1	21738.405
2002	27	1	20447.604
2002	28	1	19039.321
2002	29	1	17932.92
2002	30	1	16194.502
2002	31	1	14676.175
2002	32	1	13470.137
2002	33	1	11941.4
2002	34	1	10689.264
2002	35	1	9176.884
2002	36	1	8112.1219
2002	37	1	7493.4887
2002	38	1	6654.7654
2002	39	1	6187.8164
2002	40	1	5491.8543
2002	41	1	4849.4278
2002	42	1	4358.6855
2002	43	1	3637.4427
2002	44	1	3332.5876
2002	45	1	2965.2741
2002	46	1	2690.1611
2002	47	1	2550.3739
2002	48	1	2255.9283
2002	49	1	2108.7056
2002	50	1	1808.3117
2002	51	1	1531.7113
2002	52	1	1435.05
2002	53	1	1314.595
2002	54	1	1082.6076
2002	55	1	803.03318
2002	56	1	831.28802
2002	57	1	968.10109
2002	58	1	993.38172
2002	59	1	938.3591
2002	60	1	727.19111
2002	61	1	633.50396
2002	62	1	722.72981
2002	63	1	773.29118
2002	64	1	994.86886
2002	65	1	1046.9173
2002	66	1	1042.456
2002	67	1	1101.9399
2002	68	1	1045.4302
2002	69	1	1005.2785
2002	70	1	883.33648
2002	71	1	892.25903
2002	72	1	880.36226
2002	73	1	761.39441
2002	74	1	651.34911
2002	75	1	498.17797
2002	76	1	425.31013
2002	77	1	398.54236
2002	78	1	321.21325
2002	79	1	255.78093
2002	80	1	185.8873
2002	81	1	127.89046
2002	82	1	95.174301
2002	83	1	78.816216
2002	84	1	89.225907
2002	85	1	-16.358083
2003	25	0	16411.846
2003	26	0	16121.53
2003	27	0	15478.53
2003	28	0	14564.492
2003	29	0	13521.174
2003	30	0	12262.388
2003	31	0	11096.594
2003	32	0	9993.1719
2003	33	0	8935.1109
2003	34	0	8016.5375
2003	35	0	7153.5321
2003	36	0	6608.0587
2003	37	0	6127.2252
2003	38	0	5608.9681
2003	39	0	5183.7025
2003	40	0	4625.7545
2003	41	0	4130.1782
2003	42	0	3661.8193
2003	43	0	3230.8835
2003	44	0	2988.1988
2003	45	0	2645.7182
2003	46	0	2379.2187
2003	47	0	2226.123
2003	48	0	1995.9126
2003	49	0	1822.4043
2003	50	0	1642.0919
2003	51	0	1678.3811
2003	52	0	1752.0938
2003	53	0	1617.143
2003	54	0	1504.8728
2003	55	0	1458.377
2003	56	0	1575.1833
2003	57	0	1680.6491
2003	58	0	1789.5171
2003	59	0	1858.6936
2003	60	0	1794.0532
2003	61	0	1762.3002
2003	62	0	1635.2876
2003	63	0	1547.9664
2003	64	0	1543.4301
2003	65	0	1458.377
2003	66	0	1373.324
2003	67	0	1267.8582
2003	68	0	1173.7328
2003	69	0	1029.7094
2003	70	0	872.07771
2003	71	0	918.57347
2003	72	0	912.90319
2003	73	0	756.40553
2003	74	0	677.02267
2003	75	0	563.6185
2003	76	0	437.73992
2003	77	0	376.5017
2003	78	0	330.00601
2003	79	0	277.8401
2003	80	0	174.64236
2003	81	0	151.96153
2003	82	0	154.22962
2003	83	0	97.52755
2003	84	0	51.031858
2003	85	0	-55.568023
2003	25	1	17376.914
2003	26	1	16577.416
2003	27	1	15593.068
2003	28	1	14519.13
2003	29	1	13675.404
2003	30	1	12349.71
2003	31	1	11191.854
2003	32	1	10272.146
2003	33	1	9106.3512
2003	34	1	8151.4889
2003	35	1	6998.1685
2003	36	1	6186.1952
2003	37	1	5714.4339
2003	38	1	5074.8347
2003	39	1	4718.7457
2003	40	1	4188.0143
2003	41	1	3698.1085
2003	42	1	3323.875
2003	43	1	2773.865
2003	44	1	2541.3865
2003	45	1	2261.2782
2003	46	1	2051.4807
2003	47	1	1944.8809
2003	48	1	1720.3406
2003	49	1	1608.0705
2003	50	1	1378.9942
2003	51	1	1168.0625
2003	52	1	1094.3498
2003	53	1	1002.4925
2003	54	1	825.58204
2003	55	1	612.38232
2003	56	1	633.92908
2003	57	1	738.26089
2003	58	1	757.53956
2003	59	1	715.58005
2003	60	1	554.54618
2003	61	1	483.10161
2003	62	1	551.14405
2003	63	1	589.70147
2003	64	1	758.67363
2003	65	1	798.36509
2003	66	1	794.96295
2003	67	1	840.32455
2003	68	1	797.23101
2003	69	1	766.61192
2003	70	1	673.62054
2003	71	1	680.42475
2003	72	1	671.35243
2003	73	1	580.62915
2003	74	1	496.71009
2003	75	1	379.90383
2003	76	1	324.33579
2003	77	1	303.92305
2003	78	1	244.95291
2003	79	1	195.0551
2003	80	1	141.75516
2003	81	1	97.52755
2003	82	1	72.578644
2003	83	1	60.104188
2003	84	1	68.042479
2003	85	1	-12.474454
2004	25	0	19680.484
2004	26	0	19332.348
2004	27	0	18561.286
2004	28	0	17465.205
2004	29	0	16214.097
2004	30	0	14704.607
2004	31	0	13306.628
2004	32	0	11983.445
2004	33	0	10714.657
2004	34	0	9613.1379
2004	35	0	8578.2535
2004	36	0	7924.1418
2004	37	0	7347.5438
2004	38	0	6726.0689
2004	39	0	6216.106
2004	40	0	5547.0352
2004	41	0	4952.7582
2004	42	0	4391.1194
2004	43	0	3874.3571
2004	44	0	3583.3384
2004	45	0	3172.6483
2004	46	0	2853.0718
2004	47	0	2669.4852
2004	48	0	2393.4252
2004	49	0	2185.3605
2004	50	0	1969.1364
2004	51	0	2012.6531
2004	52	0	2101.0466
2004	53	0	1939.2186
2004	54	0	1804.5883
2004	55	0	1748.8323
2004	56	0	1888.9021
2004	57	0	2015.3728
2004	58	0	2145.9233
2004	59	0	2228.8773
2004	60	0	2151.3629
2004	61	0	2113.2859
2004	62	0	1960.9769
2004	63	0	1856.2645
2004	64	0	1850.8248
2004	65	0	1748.8323
2004	66	0	1646.8397
2004	67	0	1520.369
2004	68	0	1407.4973
2004	69	0	1234.7898
2004	70	0	1045.7636
2004	71	0	1101.5196
2004	72	0	1094.72
2004	73	0	907.05378
2004	74	0	811.86077
2004	75	0	675.87064
2004	76	0	524.92167
2004	77	0	451.48703
2004	78	0	395.7311
2004	79	0	333.17567
2004	80	0	209.42472
2004	81	0	182.22669
2004	82	0	184.9465
2004	83	0	116.95146
2004	84	0	61.195533
2004	85	0	-66.635136
2004	25	1	20837.758
2004	26	1	19879.03
2004	27	1	18698.636
2004	28	1	17410.809
2004	29	1	16399.043
2004	30	1	14809.319
2004	31	1	13420.861
2004	32	1	12317.981
2004	33	1	10920.002
2004	34	1	9774.9666
2004	35	1	8391.9472
2004	36	1	7418.2585
2004	37	1	6852.5396
2004	38	1	6085.5557
2004	39	1	5658.5468
2004	40	1	5022.1132
2004	41	1	4434.6362
2004	42	1	3985.8691
2004	43	1	3326.3172
2004	44	1	3047.5376
2004	45	1	2711.642
2004	46	1	2460.0605
2004	47	1	2332.2299
2004	48	1	2062.9694
2004	49	1	1928.3392
2004	50	1	1653.6393
2004	51	1	1400.6977
2004	52	1	1312.3042
2004	53	1	1202.1522
2004	54	1	990.00772
2004	55	1	734.34642
2004	56	1	760.18452
2004	57	1	885.2954
2004	58	1	908.41366
2004	59	1	858.09736
2004	60	1	664.99145
2004	61	1	579.31774
2004	62	1	660.91174
2004	63	1	707.14839
2004	64	1	909.77361
2004	65	1	957.37014
2004	66	1	953.29043
2004	67	1	1007.6864
2004	68	1	956.0102
2004	69	1	919.29291
2004	70	1	807.78105
2004	71	1	815.94042
2004	72	1	805.06123
2004	73	1	696.26919
2004	74	1	595.63653
2004	75	1	455.56675
2004	76	1	388.9316
2004	77	1	364.45339
2004	78	1	293.73855
2004	79	1	233.90293
2004	80	1	169.98759
2004	81	1	116.95146
2004	82	1	87.033649
2004	83	1	72.074739
2004	84	1	81.594046
2004	85	1	-14.958908
2005	25	0	18922.597
2005	26	0	18587.868
2005	27	0	17846.498
2005	28	0	16792.627
2005	29	0	15589.699
2005	30	0	14138.339
2005	31	0	12794.196
2005	32	0	11521.968
2005	33	0	10302.041
2005	34	0	9242.9401
2005	35	0	8247.9087
2005	36	0	7618.9865
2005	37	0	7064.5931
2005	38	0	6467.0509
2005	39	0	5976.7265
2005	40	0	5333.4213
2005	41	0	4762.0297
2005	42	0	4222.0193
2005	43	0	3725.1572
2005	44	0	3445.3456
2005	45	0	3050.471
2005	46	0	2743.2013
2005	47	0	2566.6844
2005	48	0	2301.2554
2005	49	0	2101.2032
2005	50	0	1893.3058
2005	51	0	1935.1467
2005	52	0	2020.1362
2005	53	0	1864.5401
2005	54	0	1735.0944
2005	55	0	1681.4855
2005	56	0	1816.1613
2005	57	0	1937.7616
2005	58	0	2063.2847
2005	59	0	2143.0442
2005	60	0	2068.5148
2005	61	0	2031.9041
2005	62	0	1885.4606
2005	63	0	1784.7806
2005	64	0	1779.5504
2005	65	0	1681.4855
2005	66	0	1583.4207
2005	67	0	1461.8203
2005	68	0	1353.2952
2005	69	0	1187.2386
2005	70	0	1005.4917
2005	71	0	1059.1006
2005	72	0	1052.5628
2005	73	0	872.12353
2005	74	0	780.59636
2005	75	0	649.84315
2005	76	0	504.70716
2005	77	0	434.10046
2005	78	0	380.49167
2005	79	0	320.34522
2005	80	0	201.35986
2005	81	0	175.20922
2005	82	0	177.8243
2005	83	0	112.44771
2005	84	0	58.838919
2005	85	0	-64.069046
2005	25	1	20035.305
2005	26	1	19113.497
2005	27	1	17978.559
2005	28	1	16740.326
2005	29	1	15767.523
2005	30	1	14239.019
2005	31	1	12904.029
2005	32	1	11843.621
2005	33	1	10499.478
2005	34	1	9398.5369
2005	35	1	8068.7769
2005	36	1	7132.5846
2005	37	1	6588.6513
2005	38	1	5851.2036
2005	39	1	5440.6386
2005	40	1	4828.7138
2005	41	1	4263.8603
2005	42	1	3832.375
2005	43	1	3198.2221
2005	44	1	2930.1782
2005	45	1	2607.2178
2005	46	1	2365.3246
2005	47	1	2242.4167
2005	48	1	1983.5253
2005	49	1	1854.0797
2005	50	1	1589.9584
2005	51	1	1346.7574
2005	52	1	1261.768
2005	53	1	1155.8579
2005	54	1	951.88295
2005	55	1	706.06706
2005	56	1	730.91014
2005	57	1	851.20305
2005	58	1	873.43105
2005	59	1	825.0524
2005	60	1	639.38291
2005	61	1	557.00846
2005	62	1	635.46031
2005	63	1	679.91641
2005	64	1	874.73862
2005	65	1	920.50223
2005	66	1	916.57963
2005	67	1	968.88082
2005	68	1	919.19466
2005	69	1	883.89134
2005	70	1	776.67376
2005	71	1	784.51891
2005	72	1	774.05867
2005	73	1	669.45617
2005	74	1	572.69882
2005	75	1	438.02307
2005	76	1	373.95401
2005	77	1	350.41844
2005	78	1	282.42681
2005	79	1	224.89543
2005	80	1	163.44144
2005	81	1	112.44771
2005	82	1	83.682021
2005	83	1	69.299172
2005	84	1	78.451895
2005	85	1	-14.382847
2006	25	0	20091.759
2006	26	0	19736.348
2006	27	0	18949.172
2006	28	0	17830.186
2006	29	0	16552.932
2006	30	0	15011.898
2006	31	0	13584.705
2006	32	0	12233.871
2006	33	0	10938.568
2006	34	0	9814.0294
2006	35	0	8757.5184
2006	36	0	8089.7373
2006	37	0	7501.0899
2006	38	0	6866.6276
2006	39	0	6346.0077
2006	40	0	5662.955
2006	41	0	5056.259
2006	42	0	4482.8833
2006	43	0	3955.3218
2006	44	0	3658.2216
2006	45	0	3238.9491
2006	46	0	2912.6942
2006	47	0	2725.271
2006	48	0	2443.442
2006	49	0	2231.0293
2006	50	0	2010.2866
2006	51	0	2054.7127
2006	52	0	2144.9534
2006	53	0	1979.7436
2006	54	0	1842.2999
2006	55	0	1785.3787
2006	56	0	1928.3756
2006	57	0	2057.4892
2006	58	0	2190.768
2006	59	0	2275.4554
2006	60	0	2196.3212
2006	61	0	2157.4485
2006	62	0	2001.9566
2006	63	0	1895.056
2006	64	0	1889.5026
2006	65	0	1785.3787
2006	66	0	1681.2547
2006	67	0	1552.1411
2006	68	0	1436.9106
2006	69	0	1260.594
2006	70	0	1067.6176
2006	71	0	1124.5388
2006	72	0	1117.5971
2006	73	0	926.00903
2006	74	0	828.82671
2006	75	0	689.99471
2006	76	0	535.89127
2006	77	0	460.92203
2006	78	0	404.00093
2006	79	0	340.13824
2006	80	0	213.80119
2006	81	0	186.03479
2006	82	0	188.81144
2006	83	0	119.39547
2006	84	0	62.474373
2006	85	0	-68.02765
2006	25	1	21273.217
2006	26	1	20294.454
2006	27	1	19089.392
2006	28	1	17774.653
2006	29	1	16741.744
2006	30	1	15118.798
2006	31	1	13701.325
2006	32	1	12575.397
2006	33	1	11148.204
2006	34	1	9979.24
2006	35	1	8567.3187
2006	36	1	7573.2823
2006	37	1	6995.7413
2006	38	1	6212.7293
2006	39	1	5776.7969
2006	40	1	5127.0633
2006	41	1	4527.3094
2006	42	1	4069.1642
2006	43	1	3395.8292
2006	44	1	3111.2238
2006	45	1	2768.3088
2006	46	1	2511.4699
2006	47	1	2380.9679
2006	48	1	2106.0805
2006	49	1	1968.6369
2006	50	1	1688.1964
2006	51	1	1429.9689
2006	52	1	1339.7282
2006	53	1	1227.2743
2006	54	1	1010.6965
2006	55	1	749.6925
2006	56	1	776.07055
2006	57	1	903.79595
2006	58	1	927.39733
2006	59	1	876.02953
2006	60	1	678.88817
2006	61	1	591.42409
2006	62	1	674.7232
2006	63	1	721.92609
2006	64	1	928.78569
2006	65	1	977.37688
2006	66	1	973.21191
2006	67	1	1028.7446
2006	68	1	975.98852
2006	69	1	938.50393
2006	70	1	824.66174
2006	71	1	832.99162
2006	72	1	821.88508
2006	73	1	710.81955
2006	74	1	608.0839
2006	75	1	465.087
2006	76	1	397.05933
2006	77	1	372.06959
2006	78	1	299.87698
2006	79	1	238.79094
2006	80	1	173.53992
2006	81	1	119.39547
2006	82	1	88.852444
2006	83	1	73.580928
2006	84	1	83.299166
2006	85	1	-15.271514
2007	25	0	17296.603
2007	26	0	16990.636
2007	27	0	16312.972
2007	28	0	15349.659
2007	29	0	14250.096
2007	30	0	12923.45
2007	31	0	11694.807
2007	32	0	10531.9
2007	33	0	9416.7997
2007	34	0	8448.7063
2007	35	0	7539.1766
2007	36	0	6964.297
2007	37	0	6457.5418
2007	38	0	5911.3457
2007	39	0	5463.1542
2007	40	0	4875.1274
2007	41	0	4352.8347
2007	42	0	3859.2267
2007	43	0	3405.0593
2007	44	0	3149.2915
2007	45	0	2788.348
2007	46	0	2507.4815
2007	47	0	2346.1326
2007	48	0	2103.5115
2007	49	0	1920.6495
2007	50	0	1730.6165
2007	51	0	1768.8621
2007	52	0	1846.5485
2007	53	0	1704.3226
2007	54	0	1586
2007	55	0	1536.9977
2007	56	0	1660.1009
2007	57	0	1771.2523
2007	58	0	1885.9894
2007	59	0	1958.8952
2007	60	0	1890.77
2007	61	0	1857.3053
2007	62	0	1723.4454
2007	63	0	1631.4167
2007	64	0	1626.6359
2007	65	0	1536.9977
2007	66	0	1447.3594
2007	67	0	1336.208
2007	68	0	1237.0083
2007	69	0	1085.2207
2007	70	0	919.09112
2007	71	0	968.09346
2007	72	0	962.11749
2007	73	0	797.18309
2007	74	0	713.52073
2007	75	0	594.00298
2007	76	0	461.33833
2007	77	0	396.79878
2007	78	0	347.79652
2007	79	0	292.81837
2007	80	0	184.05727
2007	81	0	160.15372
2007	82	0	162.54409
2007	83	0	102.78523
2007	84	0	53.782968
2007	85	0	-58.563676
2007	25	1	18313.698
2007	26	1	17471.099
2007	27	1	16433.685
2007	28	1	15301.852
2007	29	1	14412.641
2007	30	1	13015.478
2007	31	1	11795.203
2007	32	1	10825.914
2007	33	1	9597.2715
2007	34	1	8590.9329
2007	35	1	7375.4374
2007	36	1	6519.6909
2007	37	1	6022.4971
2007	38	1	5348.4173
2007	39	1	4973.1316
2007	40	1	4413.7887
2007	41	1	3897.4723
2007	42	1	3503.064
2007	43	1	2923.4031
2007	44	1	2678.3918
2007	45	1	2383.183
2007	46	1	2162.0754
2007	47	1	2049.7288
2007	48	1	1813.0836
2007	49	1	1694.7611
2007	50	1	1453.3353
2007	51	1	1231.0323
2007	52	1	1153.3459
2007	53	1	1056.5365
2007	54	1	870.08889
2007	55	1	645.39564
2007	56	1	668.10399
2007	57	1	778.06029
2007	58	1	798.37826
2007	59	1	754.15672
2007	60	1	584.44157
2007	61	1	509.14545
2007	62	1	580.85603
2007	63	1	621.49208
2007	64	1	799.57347
2007	65	1	841.40468
2007	66	1	837.81914
2007	67	1	885.62616
2007	68	1	840.20946
2007	69	1	807.93971
2007	70	1	709.93519
2007	71	1	717.10622
2007	72	1	707.54482
2007	73	1	611.93067
2007	74	1	523.48756
2007	75	1	400.38432
2007	76	1	341.82063
2007	77	1	320.30744
2007	78	1	258.15824
2007	79	1	205.57045
2007	80	1	149.39713
2007	81	1	102.78523
2007	82	1	76.491334
2007	83	1	63.344385
2007	84	1	71.710626
2007	85	1	-13.146948
2008	25	0	17227.888
2008	26	0	16923.137
2008	27	0	16248.164
2008	28	0	15288.678
2008	29	0	14193.484
2008	30	0	12872.108
2008	31	0	11648.347
2008	32	0	10490.06
2008	33	0	9379.3889
2008	34	0	8415.1415
2008	35	0	7509.2252
2008	36	0	6936.6294
2008	37	0	6431.8875
2008	38	0	5887.8612
2008	39	0	5441.4503
2008	40	0	4855.7596
2008	41	0	4335.5418
2008	42	0	3843.8948
2008	43	0	3391.5318
2008	44	0	3136.7801
2008	45	0	2777.2705
2008	46	0	2497.5199
2008	47	0	2336.8119
2008	48	0	2095.1548
2008	49	0	1913.0192
2008	50	0	1723.7411
2008	51	0	1761.8348
2008	52	0	1839.2126
2008	53	0	1697.5517
2008	54	0	1579.6992
2008	55	0	1530.8915
2008	56	0	1653.5057
2008	57	0	1764.2155
2008	58	0	1878.4968
2008	59	0	1951.1129
2008	60	0	1883.2584
2008	61	0	1849.9266
2008	62	0	1716.5985
2008	63	0	1624.9354
2008	64	0	1620.1737
2008	65	0	1530.8915
2008	66	0	1441.6094
2008	67	0	1330.8995
2008	68	0	1232.0939
2008	69	0	1080.9094
2008	70	0	915.43978
2008	71	0	964.24744
2008	72	0	958.29522
2008	73	0	794.01606
2008	74	0	710.68607
2008	75	0	591.64314
2008	76	0	459.50554
2008	77	0	395.22239
2008	78	0	346.4148
2008	79	0	291.65507
2008	80	0	183.32605
2008	81	0	159.51747
2008	82	0	161.89833
2008	83	0	102.37688
2008	84	0	53.5693
2008	85	0	-58.331016
2008	25	1	18240.941
2008	26	1	17401.69
2008	27	1	16368.398
2008	28	1	15241.061
2008	29	1	14355.382
2008	30	1	12963.771
2008	31	1	11748.343
2008	32	1	10782.905
2008	33	1	9559.1437
2008	34	1	8556.8031
2008	35	1	7346.1365
2008	36	1	6493.7896
2008	37	1	5998.5711
2008	38	1	5327.1693
2008	39	1	4953.3745
2008	40	1	4396.2537
2008	41	1	3881.9885
2008	42	1	3489.1471
2008	43	1	2911.7891
2008	44	1	2667.7512
2008	45	1	2373.7151
2008	46	1	2153.4859
2008	47	1	2041.5856
2008	48	1	1805.8806
2008	49	1	1688.0282
2008	50	1	1447.5616
2008	51	1	1226.1417
2008	52	1	1148.7639
2008	53	1	1052.3391
2008	54	1	866.63222
2008	55	1	642.83163
2008	56	1	665.44976
2008	57	1	774.96923
2008	58	1	795.20648
2008	59	1	751.16063
2008	60	1	582.11972
2008	61	1	507.12273
2008	62	1	578.54842
2008	63	1	619.02303
2008	64	1	796.39694
2008	65	1	838.06197
2008	66	1	834.49067
2008	67	1	882.10776
2008	68	1	836.8715
2008	69	1	804.72995
2008	70	1	707.11478
2008	71	1	714.25732
2008	72	1	704.7339
2008	73	1	609.49961
2008	74	1	521.40786
2008	75	1	398.79368
2008	76	1	340.46265
2008	77	1	319.03493
2008	78	1	257.13264
2008	79	1	204.75377
2008	80	1	148.80361
2008	81	1	102.37688
2008	82	1	76.187451
2008	83	1	63.092732
2008	84	1	71.425736
2008	85	1	-13.094718
2009	25	0	17067.179
2009	26	0	16765.271
2009	27	0	16096.595
2009	28	0	15146.059
2009	29	0	14061.081
2009	30	0	12752.031
2009	31	0	11539.686
2009	32	0	10392.204
2009	33	0	9291.8941
2009	34	0	8336.6416
2009	35	0	7439.176
2009	36	0	6871.9216
2009	37	0	6371.8882
2009	38	0	5832.9368
2009	39	0	5390.6902
2009	40	0	4810.4631
